Vote,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,AVG_lottary_expanses,Most_Important_Issue,Avg_monthly_expense_on_pets_or_plants,Looking_at_poles_results,Avg_environmental_importance,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Yearly_IncomeK,Overall_happiness_score,Garden_sqr_meter_per_person_in_residancy_area,Avg_Residancy_Altitude,Yearly_ExpensesK,%Time_invested_in_work,Avg_government_satisfaction,Avg_Satisfaction_with_previous_vote,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_size_per_room,Weighted_education_rank,%_satisfaction_financial_policy,Avg_monthly_income_all_years,Last_school_grades,Age_group,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Avg_education_importance,Num_of_kids_born_last_10_years,Financial_agenda_matters
Khakis,8.0,919.177335238058,45077.4490063803,Environment,306.39244507935297,Yes,147.123239264942,Yes,Female,After_16:00,0.725232474971563,0.0957892052829266,198.038931237534,1.02216553408653,39.1256970120594,9.301,6699.0,33.4207513136789,264.516607741825,2000.2656081330701,25445.0946865814,Yes,21645.2475318095,16.2639665439223,598.727320213572,8.82452835794538,94192.7228467835,90.0,45_and_up,3.0,291.530988279602,11.0,Car,Public_Sector,77.50743477092979,1.0,No
Greys,10.0,313.703577333942,43817.7148662362,Military,104.567859111314,Yes,419.03616693148103,Yes,Male,By_16:00,0.900675745448098,0.19259311701171103,292.009380413219,1.05924034724012,94.74347657524049,5.204,6796.0,20.849600736983103,630.558765096793,5451.479199508401,69090.3226980571,Maybe,175591.30919662802,25.1109291962044,153.62828156297502,38.9658483210951,11049.0050182349,30.0,45_and_up,1.0,859.884910768924,5.0,Car,Hightech,500.956810977326,0.0,Yes
Whites,4.0,343.254392618474,59123.672981687596,Environment,114.41813087282499,No,516.7334279162741,No,Female,After_16:00,0.0730065614916384,0.672203607391566,594.126536510885,1.1756288935430301,32.9315318493173,1.475,8525.0,41.6557908058167,405.37148301024695,5978.07724518323,51047.365020815596,Maybe,267013.435526103,,120.36004193386499,97.5756468251348,13215.9268033037,90.0,30-45,3.0,630.272418923006,10.0,Public_or_other,Student_or_Unemployed,427.52948284431295,0.0,Yes
Purples,6.0,285.686561897496,39838.1895594231,Financial,95.2288539658319,No,418.341583462897,Yes,Male,After_16:00,0.631274328101426,0.7640834676567471,164.509552530944,,54.6398380538449,0.831,9169.0,62.265560589730704,422.95119309185,5029.31822081267,52070.0188919845,No,175009.680454244,20.5657772304343,113.466079574742,51.984548033215106,9173.763481611579,60.0,Below_30,1.0,664.275373993459,9.0,Public_or_other,Services_or_Retail,483.570283729009,1.0,Yes
Purples,3.0,107.773857739811,16507.6016259348,Financial,35.924619246603704,Yes,459.506655105202,Yes,Male,By_16:00,0.19685283745639,0.12942517804913198,407.735523534939,1.8725772714242301,66.8090613093227,6.671,3329.0,81.7577470792457,454.29089313672006,5503.6483373254605,57210.4918005138,No,211146.366085971,21.3141008052585,91.12376018413299,72.673248895444,1336.50288726005,60.0,Below_30,2.0,738.6300174376499,10.0,Motorcycle_or_truck,Student_or_Unemployed,567.635096208163,1.0,Yes
Greens,5.0,91.94559270718149,9354.86468068167,Healthcare,30.648530902393798,Yes,305.23044352351,Yes,Female,After_16:00,0.0745669153984636,0.291162425652146,715.949670877308,2.6598016056232203,10.1523798424751,0.8160000000000011,9184.0,60.9946383861825,531.9529564481479,4116.21034813139,62744.678962633,Maybe,93165.62365355849,23.0641053684757,249.21232938408798,48.5448985360563,979.9809773773841,80.0,30-45,1.0,835.3573335661509,11.0,Motorcycle_or_truck,Hightech,652.153256820934,3.0,Yes
Pinks,10.0,221.72996333893502,26603.347119628797,Social,73.90998777964491,No,359.942518174187,Yes,Female,By_16:00,0.318492710124701,0.265934835653752,727.565090637654,6.4554932853207,55.6494744261727,6.89,3110.0,77.8350073844194,431.374264329504,4462.173710400871,50444.273338124694,Maybe,129558.616389575,20.7695513752585,172.31011019592898,92.07283870782699,5546.596281366899,70.0,Below_30,0.0,637.607380644476,8.0,Motorcycle_or_truck,Services_or_Retail,426.75258186100797,1.0,No
Greys,5.0,825.126484766501,156631.325453611,Military,275.042161588834,Yes,569.481146267902,No,Female,By_16:00,0.63585161534138,0.16618656716309502,846.784704364836,1.3971596024930502,39.2198049928993,3.3960000000000004,8604.0,23.1373635353521,512.602880317736,6720.0172233144895,60435.108473204295,No,324308.775954603,22.6407349774193,103.943165396424,34.6423129085451,75933.232813047,30.0,Below_30,1.0,730.153719113428,6.0,Public_or_other,Student_or_Unemployed,423.72602440134904,0.0,No
Purples,5.0,169.646003710087,19732.461273510802,Environment,56.5486679033624,Yes,348.94652703812795,Yes,Female,After_16:00,0.41319394716992996,0.5884552234783771,960.504291811958,6.4163412875495895,32.7399147907272,6.882999999999999,3117.0,17.8536508465186,448.47400658662804,4386.41328355454,53300.2794537624,Yes,121763.678731971,21.1772048813489,159.600309309381,32.4582792818546,3264.30050954813,90.0,Below_30,3.0,688.3096927009959,11.0,Motorcycle_or_truck,Industry_or_other,499.576868138436,1.0,Yes
Khakis,6.0,183.81966091575902,282.899486228334,Environment,61.273220305253,Yes,4.61701677860207,Yes,Female,After_16:00,0.114313307218254,0.246085894759744,106.016022386029,0.0209482409991324,71.18954842444509,11.132,4868.0,29.0676175849512,84.05094069894399,214.272049183909,7400.600459556759,Yes,21.3168439338931,9.16793001167352,801.930445573835,50.608315598219605,3825.6807468813204,90.0,Below_30,1.0,89.1083291418012,15.0,Car,Student_or_Unemployed,26.001561669782802,3.0,Yes
Purples,10.0,667.32282536888,63046.352867217196,Social,222.440941789627,Yes,283.429625679445,Yes,Male,By_16:00,0.0565311447717249,0.501018635230139,43.3998487424105,2.12694312445819,86.26489690504971,5.795,4205.0,82.055249507539,413.86606107256597,3662.02837893959,46484.286950650705,Yes,80332.3527127905,20.3436983135458,265.89097310746604,32.3891984764487,49712.413526045704,70.0,30-45,3.0,586.8376007570549,13.0,Car,Public_Sector,372.030366447602,0.0,Yes
Purples,4.0,723.9702987058031,109838.49790957199,Education,241.323432901934,No,455.15056946088697,Yes,Male,By_16:00,0.36928508174605695,0.00252990936860442,998.8686526194209,6.29011868266389,16.9630708638579,0.132999999999999,9867.0,56.789986789226504,387.65433348996595,5326.8143615888,50410.2309958443,Yes,207162.04088057,19.6889393693507,121.167693607851,26.9832001300529,58488.3227004764,100.0,45_and_up,0.0,647.889275256882,16.0,Foot_or_bicycle,Hightech,506.970636339647,2.0,No
Khakis,9.0,,2943.36462107656,Financial,103.708635630287,No,28.3810948161485,Yes,Male,By_16:00,0.35442073806189,0.558300235541537,318.518177373335,5.74794499902055,43.458351213485,10.817,5183.0,70.80906925257301,83.6495523108169,451.110052783119,8854.993907580909,Yes,805.486542963211,9.14601291879784,760.291719109168,97.27904594037679,10869.1897399259,60.0,30-45,4.0,114.65642636224199,9.0,Foot_or_bicycle,Industry_or_other,73.0674396017841,0.0,No
Browns,9.0,39.0431552496403,4177.60045577074,Healthcare,,Yes,320.998681770928,Yes,Female,By_16:00,0.701011779718101,0.0025130813010036898,138.995004119352,5.49915476934984,24.337323918007304,1.98,8020.0,46.7788105364889,402.86011082954695,4015.7070393683703,47396.214842501504,Maybe,103040.153698673,20.071375409511603,218.01750172238,0.613271933980286,192.388604177382,80.0,30-45,5.0,605.7702371852511,8.0,Foot_or_bicycle,Services_or_Retail,422.19253852313204,4.0,No
Khakis,5.0,424.05698659490196,30113.2542966763,Social,141.352328864967,No,213.036845862252,Yes,Female,By_16:00,0.504756589187309,0.59406267455779,283.23590802028804,1.91470290068537,59.66284170281139,12.677999999999999,3322.0,20.264120353385803,427.592303487472,2985.5530655974603,40590.8999931578,No,45384.6976949367,20.6783051405929,481.589350911332,14.045363501645602,20131.8332044148,70.0,45_and_up,2.0,466.177830214118,12.0,Foot_or_bicycle,Public_Sector,120.082144978335,1.0,Yes
Purples,1.0,658.184737731745,96317.9456919051,Healthcare,219.394912577249,Yes,,Yes,Male,After_16:00,0.8970274755265559,0.321516207652166,596.633535809815,3.36590396706015,70.3946555498987,6.1610000000000005,3839.0,64.9155486375093,390.812728049706,5171.78858980434,51275.1605251409,Maybe,,19.7689839913362,133.088559202351,65.5384069308639,48363.5225773558,80.0,30-45,4.0,668.391020361482,13.0,Motorcycle_or_truck,Services_or_Retail,545.515867559394,0.0,Yes
Whites,5.0,610.424595642135,105018.42923000599,Education,203.474865214045,Yes,516.124825145021,No,Male,After_16:00,0.408214288298041,0.65709637501277,518.875748850405,5.52482042694464,84.22402138821779,1.278,8722.0,36.42713804729279,366.27261723261904,5893.79348591545,48711.9041963938,Yes,266384.835130978,19.138250108947197,139.836537887476,57.11773093789821,41615.4956390879,100.0,30-45,1.0,612.4746378134021,11.0,Public_or_other,Public_Sector,462.433599579084,1.0,No
Reds,7.0,646.573779118996,110451.967303198,Other,215.524593039665,Yes,512.479646732799,No,Male,By_16:00,0.6091630987357349,0.205393413314596,941.953050903976,3.58153067529202,85.39511358831079,3.41,8590.0,57.1430104086176,481.672517978518,,61701.1987839081,Yes,262635.388315375,21.9470389341824,130.387961609267,36.2271367572248,46676.374797952994,50.0,45_and_up,2.0,798.997651531535,11.0,Foot_or_bicycle,Hightech,628.488841355179,0.0,Yes
Purples,1.0,980.2733844027459,114609.176921773,Healthcare,326.757794800915,No,350.746573594675,Yes,Male,After_16:00,0.71968611003831,0.128072080900893,704.684786265716,7.808826914988461,63.7131320312619,3.472,6528.0,18.0532173719257,345.068079981227,4197.6018959092,44228.5108393539,Yes,123023.158888405,,218.20435201147302,31.9311515893787,107107.41425795801,80.0,45_and_up,3.0,577.383161728361,12.0,Public_or_other,Student_or_Unemployed,,0.0,Yes
Purples,9.0,644.931708586117,102025.316139151,Social,214.977236195372,No,474.586602492319,Yes,Male,After_16:00,0.155120491981506,0.501742841210216,418.379976414144,8.954617269337179,40.5662036268041,5.827000000000001,4173.0,5.9883990790695,383.530697362571,5512.92741964833,50185.0520540263,No,225232.443265202,19.5839397814273,119.243526699051,9.793488541617991,46440.1893183963,70.0,45_and_up,5.0,641.215070976659,12.0,Car,Hightech,497.157566202228,1.0,No
Khakis,10.0,782.665354787581,15548.911378428602,Environment,260.88845159586003,Yes,59.599845387235796,Yes,Male,After_16:00,0.6730123010929671,0.242167116608471,397.074293578044,0.6403303751721979,96.5516686439514,7.611000000000001,8389.0,1.21089220046997,62.593192094937,721.1848380622321,6133.98296084734,Yes,3552.14157018242,7.91158594056444,793.960887023121,76.8799377605319,68333.6726276814,90.0,Below_30,4.0,64.7575578952402,12.0,Car,Hightech,4.927400942146651,0.0,No
Purples,9.0,323.84427928262,43048.9115935118,Education,107.948093094207,Yes,398.792700820967,Yes,Male,By_16:00,0.8813877464272081,0.541203030385077,670.8363348152491,7.4927678797394,46.4855644851923,2.8110000000000004,7189.0,54.591456800699206,367.22797145571997,4722.382951121121,46412.7337548014,Yes,159035.618228082,19.1631931435166,175.503100303158,14.027756382711198,11770.7388957697,100.0,45_and_up,0.0,593.319664487621,14.0,Motorcycle_or_truck,Hightech,445.87044019075205,1.0,No
Whites,3.0,180.56609340480202,30778.6841729044,Environment,60.188697801600505,Yes,511.369830169111,No,Male,By_16:00,0.8813292386475949,0.921190788736567,937.5178697519,0.13905553380027402,97.04317557625471,0.41700000000000004,9583.0,0.443824892863631,477.557183475491,6068.81266864209,59303.0870628623,Maybe,261499.103207185,21.8530817843958,46.711618946283,47.545099980197804,3692.86804085399,90.0,Below_30,2.0,750.6172584045939,10.0,Foot_or_bicycle,Student_or_Unemployed,539.357620519482,0.0,No
Purples,5.0,202.286982261362,,Environment,67.4289940871206,Yes,444.893184250496,Yes,Male,After_16:00,0.540782303083688,0.920926085440442,642.665550578386,5.29680420644581,70.8175883628428,2.755,7245.0,73.20675104856491,421.382609206577,5291.69706091812,51122.69878446151,Maybe,197929.945392546,20.527606027166897,119.87821101536801,81.93735072854909,4624.09823768807,90.0,45_and_up,4.0,637.840317051771,13.0,Public_or_other,Industry_or_other,428.213300681605,0.0,No
Purples,7.0,182.06058969025398,24106.977184091,Education,60.6868632300845,Yes,397.235511954098,Yes,Male,By_16:00,0.518430470256135,0.580701398430392,79.03184904716909,4.82555601047352,22.731782100163397,6.785,3215.0,15.372000308707399,446.621511177442,4865.59814189586,54150.7261622139,Maybe,157796.051957434,21.1334216627938,116.03084746473301,40.350815001875205,3753.5822319370704,100.0,30-45,1.0,695.3351191855189,16.0,Public_or_other,Student_or_Unemployed,507.304415860822,1.0,Yes
Oranges,10.0,908.1745528244479,139041.030038387,Military,302.724850941483,Yes,459.29836815829697,Yes,Female,By_16:00,0.9743027901276949,0.00611723028123379,26.3811098411679,5.0185640621930405,12.9536864114925,7.822,4178.0,92.3945005051792,258.146326873978,5109.27633533092,36151.7659995672,No,210954.990992874,16.0669327151755,295.908502584703,56.7232507513836,91955.06022848439,30.0,30-45,2.0,445.478652544974,7.0,Foot_or_bicycle,Public_Sector,334.434243085127,0.0,No
Browns,1.0,144.867314896772,16428.0251826447,Environment,48.2891049655906,Yes,340.201484255109,Yes,Female,After_16:00,0.46238773991353793,0.0179924422409385,277.331841411069,4.24337100470439,36.596007109619705,5.641,4359.0,4.9363323720172,404.187031233479,4210.38890501805,48920.093872430705,Maybe,115737.049889379,20.1044032797166,188.77885688061198,42.2203618567437,2390.12676334342,90.0,Below_30,0.0,632.608175262066,9.0,Car,Industry_or_other,469.639397452847,0.0,Yes
Purples,9.0,299.092119846684,40753.3789367199,Education,99.6973732822282,No,408.770839140899,Yes,Male,By_16:00,,0.56854668376036,568.2108716573571,4.31925905169919,,3.9210000000000003,6079.0,78.74077025335279,429.710563890456,4947.1295191899,50372.4167062569,Maybe,167093.598931955,20.729461254226,156.980863151623,82.83396300394091,10049.2636126582,100.0,Below_30,3.0,624.278924668221,15.0,Foot_or_bicycle,Industry_or_other,393.324666505441,0.0,No
Greens,2.0,256.205558959025,29310.8934258801,Social,85.40185298634171,No,343.211445664625,Yes,Male,After_16:00,0.0201842694077641,0.725929300300777,314.148937584832,3.9123506750911496,36.6713949711993,3.483,6517.0,11.2578677246347,519.0538845371971,4470.2222257206395,63657.119578782695,Maybe,117794.096435202,22.782754103426498,261.66233117393995,1.1816383572295301,7388.878346487059,70.0,Below_30,1.0,855.778645856642,11.0,Car,Student_or_Unemployed,708.6180104134039,0.0,Yes
Purples,3.0,191.641887583732,23294.757215247002,Healthcare,63.880629194577395,Yes,364.66073532701597,Yes,Female,By_16:00,0.45920131076127296,0.7569866797421129,558.6248012259599,3.5296654351986896,33.108782488852704,5.952000000000001,4048.0,70.552267623134,420.318264796682,4487.24388286352,51265.8140207217,Maybe,132977.45188924,20.5016649274317,157.074660631001,6.7865168675780305,4154.61541548967,80.0,45_and_up,1.0,663.472519163364,13.0,Motorcycle_or_truck,Public_Sector,497.44001462729796,0.0,No
Reds,8.0,195.20409704364602,28344.857079617002,Foreign_Affairs,65.0680323478821,No,435.61878324632596,Yes,Female,After_16:00,0.8728488369379191,0.12022464442998199,558.746534399688,4.0027983579784605,67.71746810991321,3.324,8676.0,58.1043067155406,519.36646259406,5394.920757651379,62726.207785521605,Yes,189763.72431700898,22.7896130417798,119.468014413238,37.0719663798809,4308.91686597292,40.0,30-45,0.0,810.3693351551401,10.0,Foot_or_bicycle,Industry_or_other,598.755280991707,0.0,Yes
Reds,10.0,436.59679078051596,91534.08210966381,Other,145.532263593505,No,628.960753096873,No,Male,After_16:00,0.24150414695031897,0.929035921581089,923.551404848695,6.06502817710862,72.0609431155026,,5656.0,49.555794429034,469.099805332279,7227.807141633291,61045.7421191854,Yes,395591.628936186,21.6587119961525,144.591107927092,51.527254236862106,21335.172010243,50.0,30-45,2.0,763.899484673004,11.0,Motorcycle_or_truck,Student_or_Unemployed,557.627169128531,0.0,No
Khakis,10.0,59.8814706896362,1241.4955934940199,Financial,19.9604902298787,No,62.1976504182061,Yes,Female,After_16:00,0.43296949286013797,0.631273402366787,241.810866398737,4.9544163653627,69.6924475487322,8.652000000000001,7348.0,90.3360049473122,99.7016879264265,821.379880034914,10536.696603774399,No,3868.5477175453707,9.98507325593691,735.407731789663,22.552874870598302,428.381660446964,60.0,45_and_up,3.0,128.629577926709,9.0,Car,Industry_or_other,65.3565875022083,0.0,No
Purples,1.0,527.974903759029,57307.650066053,Financial,175.991634586343,Yes,325.627125407131,Yes,Male,By_16:00,0.798522707773373,0.322151836706325,635.763488709927,1.0988467163406301,62.4260437209159,4.2410000000000005,5759.0,70.5263369483873,389.860215968753,4035.9916860088106,47515.8468781307,Maybe,106033.024800911,19.744878221168,208.532807065849,50.6079486105591,31159.047078959302,60.0,Below_30,3.0,618.031873623661,11.0,Public_or_other,Hightech,469.18993342214105,2.0,Yes
Khakis,3.0,682.392958129152,226530.38497506,Environment,227.464319376384,No,995.894149887398,No,Male,By_16:00,0.930954263778403,0.757472469238564,701.71216968447,6.61577701568604,39.2515384359285,11.235,4765.0,55.7273024460301,924.470757832751,11807.883014539499,113768.979789605,No,991805.157779944,30.405110718968803,819.1119534660589,83.626297628507,51977.480908738,90.0,Below_30,3.0,1429.0287191012399,14.0,Motorcycle_or_truck,Industry_or_other,994.831244126043,1.0,No
Khakis,5.0,82.184691920477,26933.191406897997,Healthcare,27.3948973068257,Yes,983.146281048016,No,Male,After_16:00,0.11842360324226299,0.929719090461731,154.39660078845898,8.91561917262152,59.945281594991705,12.503,3497.0,48.5408829757944,552.454935968854,10936.372682417901,73932.3780914906,No,966576.6099385441,23.5043599353153,490.472927948973,19.5478760637343,787.87529575835,80.0,Below_30,4.0,878.621819089075,12.0,Public_or_other,Public_Sector,566.195497224611,1.0,No
Khakis,9.0,554.472555284876,163647.896200201,Social,184.824185094959,No,885.4246867969259,No,Male,By_16:00,0.29453039611689696,0.49927364988252504,268.696698360145,5.609454736113549,41.168675385415604,6.602,9398.0,35.6056348187849,776.640074094757,10407.5270161588,97919.2721401432,Yes,783976.8759894341,27.868262846735803,621.555456029899,67.2019566874951,34354.8035811104,70.0,45_and_up,2.0,1238.29780790878,13.0,Foot_or_bicycle,Hightech,901.558545087605,0.0,Yes
Violets,1.0,338.969286328663,4307.71018707421,Environment,112.98976210955401,Yes,38.1247832250278,Yes,Female,By_16:00,0.142663710517809,0.24862528778612603,386.523672845215,,78.8161354372278,9.302,6698.0,1.8540035933256103,57.3920960274588,496.032024305195,,Yes,1453.4990959553602,7.57575712569105,683.238042668527,68.3072293410078,12889.676103683201,90.0,30-45,3.0,185.48229258740398,11.0,Car,Services_or_Retail,260.033855680376,0.0,No
